Id,LotArea,SalePrice,Neighborhood
864,7931,132500,NAmes
866,8750,148500,NAmes
871,6600,109500,NAmes
873,8892,116000,NAmes
874,12144,133000,NAmes
885,7150,100000,NAmes
887,8393,145000,NAmes
889,15865,268000,NAmes
890,12160,149500,NAmes
891,8064,122900,NAmes
896,7056,140000,NAmes
901,7340,110000,NAmes
902,8712,153000,NAmes
906,9920,128000,NAmes
911,11600,154300,NAmes
920,11029,176500,NAmes
932,9100,117500,NAmes
935,27650,242000,NAmes
947,8163,143000,NAmes
951,7200,129000,NAmes
968,7390,135000,NAmes
970,10382,140000,NAmes
971,10800,135000,NAmes
981,12122,178400,NAmes
993,9760,187000,NAmes
997,10659,136500,NAmes
1007,12155,163500,NAmes
1015,11664,119200,NAmes
1027,9300,167500,NAmes
1029,9492,105000,NAmes
1053,9500,165000,NAmes
1065,11000,154000,NAmes
1068,9760,167900,NAmes
1070,9600,135000,NAmes
1071,10152,135000,NAmes
1078,15870,138800,NAmes
1084,8800,160000,NAmes
1091,8544,92900,NAmes
1094,9230,146000,NAmes
1095,5868,129000,NAmes
1102,9758,119500,NAmes
1103,7000,135000,NAmes
1104,8910,159500,NAmes
1113,7100,129900,NAmes
1114,8923,134500,NAmes
1120,7560,133700,NAmes
1126,10434,115000,NAmes
1137,9600,119000,NAmes
1141,7350,139000,NAmes
1151,8280,124000,NAmes
1155,13700,201800,NAmes
1157,9350,179900,NAmes
1172,9120,163000,NAmes
1201,9353,116050,NAmes
1209,7763,140000,NAmes
1215,10205,134500,NAmes
1221,7800,115000,NAmes
1223,10496,143000,NAmes
1224,10680,137900,NAmes
1226,10482,145000,NAmes
1228,8872,147000,NAmes
1230,7910,127000,NAmes
1232,7728,132500,NAmes
1233,9842,101800,NAmes
1234,12160,142000,NAmes
1250,7200,119000,NAmes
1251,11160,244000,NAmes
1260,9750,151000,NAmes
1262,9600,128900,NAmes
1265,4060,181000,NAmes
1270,11344,144000,NAmes
1276,11345,137000,NAmes
1291,14112,180500,NAmes
1296,8400,138500,NAmes
1297,8700,155000,NAmes
1300,7500,154000,NAmes
1316,11075,206900,NAmes
1321,8400,156500,NAmes
1341,8294,123000,NAmes
1351,11643,200000,NAmes
1352,9247,171000,NAmes
1357,9477,110000,NAmes
1358,12537,149900,NAmes
1363,12513,104900,NAmes
1372,9600,165500,NAmes
1382,12925,237500,NAmes
1392,8944,124000,NAmes
1393,7838,123000,NAmes
1399,7200,138000,NAmes
1412,9600,140000,NAmes
1413,7200,90000,NAmes
1419,9204,124000,NAmes
1425,9503,144000,NAmes
1426,10721,142000,NAmes
1428,10930,140000,NAmes
1436,8400,174000,NAmes
1437,9000,120500,NAmes
1451,9000,136000,NAmes
1459,9717,142125,NAmes
5,14260,250000,NoRidge
86,16059,260000,NoRidge
227,9950,290000,NoRidge
232,15138,403000,NoRidge
273,11764,290000,NoRidge
319,9900,260000,NoRidge
360,12011,280000,NoRidge
404,12090,258000,NoRidge
424,9200,315000,NoRidge
497,12692,430000,NoRidge
518,10208,265000,NoRidge
525,11787,315750,NoRidge
542,11000,248000,NoRidge
565,13346,268000,NoRidge
655,10437,350000,NoRidge
662,46589,402000,NoRidge
685,16770,221000,NoRidge
692,21535,755000,NoRidge
719,10542,341000,NoRidge
749,10593,260400,NoRidge
760,12257,290000,NoRidge
764,9430,337000,NoRidge
793,9920,269790,NoRidge
982,12203,336000,NoRidge
991,9452,348000,NoRidge
1033,14541,310000,NoRidge
1058,29959,248000,NoRidge
1106,12256,325000,NoRidge
1170,35760,625000,NoRidge
1176,10678,285000,NoRidge
1183,15623,745000,NoRidge
1188,12461,262000,NoRidge
1257,14303,301500,NoRidge
1303,10120,290000,NoRidge
1313,9572,302000,NoRidge
1314,14774,333168,NoRidge
1323,10186,190000,NoRidge
1354,14720,410000,NoRidge
1374,11400,466500,NoRidge
1418,16545,340000,NoRidge
1427,10944,271000,NoRidge
127,4928,128000,NPkVill
196,2280,148500,NPkVill
505,2308,147000,NPkVill
551,4043,140000,NPkVill
676,2289,148500,NPkVill
963,2308,155000,NPkVill
1161,2280,146000,NPkVill
1422,4043,127500,NPkVill
1432,4928,143750,NPkVill
12,11924,345000,NridgHt
21,14215,325300,NridgHt
26,14230,256300,NridgHt
28,11478,306000,NridgHt
35,7313,277500,NridgHt
36,13418,309000,NridgHt
46,7658,319900,NridgHt
63,6442,202500,NridgHt
66,9591,317000,NridgHt
152,13891,372402,NridgHt
162,13688,412500,NridgHt
163,12182,220000,NridgHt
168,10562,325624,NridgHt
200,9591,274900,NridgHt
225,13472,386250,NridgHt
239,12030,318000,NridgHt
279,14450,415298,NridgHt
283,5063,207500,NridgHt
310,12378,360000,NridgHt
321,16259,342643,NridgHt
322,12099,354000,NridgHt
333,10655,284000,NridgHt
334,8198,207000,NridgHt
344,8849,266000,NridgHt
349,2448,154000,NridgHt
350,20431,437154,NridgHt
351,7820,318061,NridgHt
390,12474,426000,NridgHt
409,14154,280000,NridgHt
441,15431,555000,NridgHt
469,11428,250000,NridgHt
474,14977,440000,NridgHt
478,13693,380000,NridgHt
481,16033,326000,NridgHt
482,11846,374000,NridgHt
512,6792,202665,NridgHt
516,12220,402861,NridgHt
528,14948,446261,NridgHt
553,11146,255500,NridgHt
555,10625,284000,NridgHt
568,10171,214000,NridgHt
582,12704,253293,NridgHt
592,13478,451950,NridgHt
601,10927,275000,NridgHt
619,11694,314813,NridgHt
632,4590,209500,NridgHt
641,12677,274000,NridgHt
690,7577,194700,NridgHt
708,6240,254000,NridgHt
754,10240,275500,NridgHt
775,14226,395000,NridgHt
799,13518,485000,NridgHt
804,13891,582933,NridgHt
820,6371,224000,NridgHt
826,14803,385000,NridgHt
878,8834,350000,NridgHt
899,12919,611657,NridgHt
927,11999,285000,NridgHt
972,2268,173000,NridgHt
988,10159,395192,NridgHt
995,12456,337500,NridgHt
1043,5381,196000,NridgHt
1057,7052,185850,NridgHt
1059,11308,335000,NridgHt
1110,11362,280000,NridgHt
1116,12085,318000,NridgHt
1158,5001,230000,NridgHt
1166,9541,233170,NridgHt
1229,8769,367294,NridgHt
1237,2628,175500,NridgHt
1244,13891,465000,NridgHt
1252,3136,171750,NridgHt
1290,11065,281000,NridgHt
1306,13173,325000,NridgHt
1307,6955,202500,NridgHt
1360,16737,315000,NridgHt
1438,12444,394617,NridgHt
8,10382,200000,NWAmes
101,10603,205000,NWAmes
110,11751,190000,NWAmes
125,17043,181000,NWAmes
136,10400,174000,NWAmes
153,14803,190000,NWAmes
223,11475,179900,NWAmes
246,10400,241500,NWAmes
266,12090,175500,NWAmes
294,16659,235000,NWAmes
299,11700,175000,NWAmes
317,13005,260000,NWAmes
320,14115,187500,NWAmes
339,14145,202500,NWAmes
365,18800,190000,NWAmes
422,16635,215000,NWAmes
456,9600,175500,NWAmes
472,11952,190000,NWAmes
488,12243,175000,NWAmes
517,10448,158000,NWAmes
543,10140,213250,NWAmes
546,13837,229000,NWAmes
612,10395,148000,NWAmes
622,10800,240000,NWAmes
625,10400,165150,NWAmes
633,11900,82500,NWAmes
644,10793,152000,NWAmes
661,12384,197900,NWAmes
702,9600,140000,NWAmes
716,10140,165000,NWAmes
718,10000,157000,NWAmes
746,8963,299800,NWAmes
767,10421,196500,NWAmes
786,9790,161500,NWAmes
811,10140,181000,NWAmes
859,10400,152000,NWAmes
860,11029,250000,NWAmes
925,10240,207500,NWAmes
926,15611,175000,NWAmes
928,9900,176000,NWAmes
950,9360,197500,NWAmes
962,12227,272000,NWAmes
989,12046,195000,NWAmes
998,11717,185000,NWAmes
1004,11500,136905,NWAmes
1016,8400,227000,NWAmes
1042,9130,173000,NWAmes
1045,9600,278000,NWAmes
1056,11361,180000,NWAmes
1072,11700,154000,NWAmes
1081,11040,145000,NWAmes
1100,11880,157000,NWAmes
1112,10480,205000,NWAmes
1142,10304,197500,NWAmes
1160,9120,185000,NWAmes
1205,10140,153500,NWAmes
1243,10625,170000,NWAmes
1246,12090,178000,NWAmes
1272,9156,185750,NWAmes
1277,12936,162000,NWAmes
1278,17871,197900,NWAmes
1287,9790,143000,NWAmes
1294,10140,162900,NWAmes
1336,9650,167900,NWAmes
1337,9246,135000,NWAmes
1347,20781,262500,NWAmes
1356,10192,170000,NWAmes
1387,16692,250000,NWAmes
1410,20544,215000,NWAmes
1421,11700,179900,NWAmes
1430,12546,182900,NWAmes
1440,11584,197000,NWAmes
1457,13175,210000,NWAmes
9,6120,129900,OldTown
49,4456,113000,OldTown
64,10300,140000,OldTown
69,4608,80000,OldTown
75,5790,107400,OldTown
80,10440,110000,OldTown
94,7200,133900,OldTown
107,10800,100000,OldTown
108,6000,115000,OldTown
128,4388,87000,OldTown
155,11340,125000,OldTown
164,5500,103200,OldTown
165,5400,152000,OldTown
171,12358,128500,OldTown
180,8520,100000,OldTown
184,11426,200000,OldTown
186,22950,475000,OldTown
188,10410,135000,OldTown
199,5520,104000,OldTown
203,7000,112000,OldTown
205,3500,110000,OldTown
218,9906,107000,OldTown
242,3880,110500,OldTown
243,5000,79000,OldTown
247,9142,137000,OldTown
260,12702,97000,OldTown
264,5500,130000,OldTown
265,5232,73000,OldTown
305,18386,295000,OldTown
313,7800,119900,OldTown
315,9600,178000,OldTown
324,5820,126175,OldTown
354,8520,105900,OldTown
395,10134,109000,OldTown
414,8960,115000,OldTown
426,3378,135000,OldTown
432,5586,79900,OldTown
437,4400,116000,OldTown
450,6000,120000,OldTown
451,5684,110000,OldTown
457,4571,98000,OldTown
459,5100,161000,OldTown
480,5925,89471,OldTown
483,2500,155000,OldTown
489,10800,160000,OldTown
495,5784,91300,OldTown
506,7596,124500,OldTown
509,9600,161000,OldTown
521,10800,106250,OldTown
549,8235,125000,OldTown
552,6000,112500,OldTown
580,12150,131500,OldTown
584,13500,325000,OldTown
597,3600,114504,OldTown
631,9000,124000,OldTown
635,6979,144000,OldTown
638,6000,93000,OldTown
677,9600,87000,OldTown
678,9022,109500,OldTown
694,5400,108480,OldTown
704,7630,140000,OldTown
717,10800,159500,OldTown
736,10800,163000,OldTown
741,9600,132000,OldTown
748,11700,265979,OldTown
751,8800,96500,OldTown
785,6300,128000,OldTown
787,10800,139000,OldTown
789,6000,107900,OldTown
810,8100,106000,OldTown
822,6000,93000,OldTown
837,8100,153500,OldTown
842,10440,157500,OldTown
845,12665,153900,OldTown
875,5720,66500,OldTown
946,8820,124900,OldTown
969,5925,37900,OldTown
987,5310,117000,OldTown
992,17671,168000,OldTown
1002,5400,86000,OldTown
1014,7200,85000,OldTown
1023,9439,87000,OldTown
1063,13600,90000,OldTown
1064,6000,110500,OldTown
1077,10800,170000,OldTown
1115,5400,117000,OldTown
1130,7200,140000,OldTown
1133,9900,117500,OldTown
1149,5700,116900,OldTown
1150,9000,143000,OldTown
1178,3950,115000,OldTown
1184,10800,120000,OldTown
1187,10615,95000,OldTown
1193,9600,125000,OldTown
1198,8850,144000,OldTown
1249,9600,129500,OldTown
1267,10120,122000,OldTown
1293,6600,107500,OldTown
1309,12000,147000,OldTown
1329,10440,256000,OldTown
1338,4118,52500,OldTown
1346,6000,108500,OldTown
1350,5250,122000,OldTown
1371,5400,105000,OldTown
1383,7200,157000,OldTown
1388,8520,136000,OldTown
1394,10800,163000,OldTown
1405,10410,105000,OldTown
1409,7740,125500,OldTown
1417,11340,122500,OldTown
1429,7200,119000,OldTown
1433,10800,64500,OldTown
1439,7407,149700,OldTown
11,11200,129500,Sawyer
13,12968,144000,Sawyer
18,10791,90000,Sawyer
25,8246,154000,Sawyer
32,8544,149350,Sawyer
50,7742,127000,Sawyer
79,10778,136500,Sawyer
117,11616,139000,Sawyer
135,10335,180000,Sawyer
145,9100,125000,Sawyer
178,13650,172500,Sawyer
207,13673,143900,Sawyer
229,8521,125000,Sawyer
263,8471,151000,Sawyer
289,9819,122000,Sawyer
403,10200,108000,Sawyer
406,9991,150000,Sawyer
417,7844,149500,Sawyer
463,8281,62383,Sawyer
476,8480,132500,Sawyer
485,7758,132500,Sawyer
499,7800,130000,Sawyer
539,11553,158000,Sawyer
561,11341,121500,Sawyer
578,11777,164500,Sawyer
588,8740,137000,Sawyer
610,7943,118500,Sawyer
623,7064,135000,Sawyer
669,14175,168000,Sawyer
680,9945,128500,Sawyer
699,8450,138500,Sawyer
710,7162,109900,Sawyer
715,13517,130500,Sawyer
734,10000,131400,Sawyer
735,8978,108000,Sawyer
742,6768,142000,Sawyer
744,12886,175000,Sawyer
758,11616,158900,Sawyer
771,7252,134900,Sawyer
778,13350,142500,Sawyer
797,8197,143500,Sawyer
836,9600,128000,Sawyer
846,16647,171000,Sawyer
855,17920,170000,Sawyer
856,6897,127000,Sawyer
862,11625,131500,Sawyer
868,6970,129000,Sawyer
879,11782,148000,Sawyer
892,11184,172500,Sawyer
893,8414,154500,Sawyer
894,13284,165000,Sawyer
900,6993,135000,Sawyer
905,6173,125500,Sawyer
958,7420,132000,Sawyer
980,8816,139000,Sawyer
1011,21286,135000,Sawyer
1041,13125,155000,Sawyer
1082,7500,133000,Sawyer
1118,9764,130000,Sawyer
1119,13825,140000,Sawyer
1138,6342,94000,Sawyer
1144,9000,80000,Sawyer
1163,8724,129000,Sawyer
1164,12900,108959,Sawyer
1195,9364,158000,Sawyer
1200,11235,148000,Sawyer
1214,10246,145000,Sawyer
1216,7094,125000,Sawyer
1217,8930,112000,Sawyer
1222,8250,134000,Sawyer
1231,18890,190000,Sawyer
1273,13526,137000,Sawyer
1384,25339,112000,Sawyer
1446,8400,129000,Sawyer
19,13695,159000,SawyerW
43,9180,144000,SawyerW
61,13072,158000,SawyerW
102,9206,178000,SawyerW
103,7018,118964,SawyerW
119,12376,320000,SawyerW
124,7892,153900,SawyerW
149,7500,141000,SawyerW
189,7018,153337,SawyerW
209,14364,277000,SawyerW
238,9453,194500,SawyerW
244,10762,120000,SawyerW
245,8880,205000,SawyerW
253,8366,173000,SawyerW
281,11287,228500,SawyerW
285,8012,179200,SawyerW
307,13474,225000,SawyerW
323,10380,301000,SawyerW
342,8400,82000,SawyerW
373,7175,125000,SawyerW
384,9000,76000,SawyerW
415,11228,228000,SawyerW
427,12800,275000,SawyerW
470,9291,187000,SawyerW
507,9554,215000,SawyerW
569,12327,316600,SawyerW
603,10041,220000,SawyerW
668,8125,193500,SawyerW
681,8012,143000,SawyerW
743,8450,179000,SawyerW
779,8400,144000,SawyerW
782,7153,175900,SawyerW
788,10142,233000,SawyerW
796,8400,171000,SawyerW
828,8529,189000,SawyerW
847,9317,213000,SawyerW
863,9672,152000,SawyerW
870,9938,236000,SawyerW
895,7018,118858,SawyerW
898,7018,142953,SawyerW
919,13125,238000,SawyerW
921,8462,201000,SawyerW
924,8012,193000,SawyerW
937,10083,184900,SawyerW
952,7800,119900,SawyerW
973,7892,99500,SawyerW
1044,11839,262280,SawyerW
1086,9069,147000,SawyerW
1107,10357,179900,SawyerW
1134,9828,239500,SawyerW
1147,11200,180000,SawyerW
1206,14684,271900,SawyerW
1207,8900,107000,SawyerW
1211,11218,189000,SawyerW
1239,13072,142500,SawyerW
1310,7153,179200,SawyerW
1342,13695,155000,SawyerW
1349,16196,215000,SawyerW
1414,10994,257000,SawyerW
7,10084,307000,Somerst
48,11096,249700,Somerst
57,2645,172500,Somerst
83,10206,245000,Somerst
88,3951,164500,Somerst
106,9375,250000,Somerst
116,3230,176000,Somerst
159,12552,254900,Somerst
181,2117,177000,Somerst
197,9416,311872,Somerst
213,8640,252678,Somerst
241,9000,262500,Somerst
257,8791,207500,Somerst
271,10728,266000,Somerst
282,7200,185000,Somerst
284,9612,244600,Somerst
286,4251,164700,Somerst
298,7399,239000,Somerst
318,9000,270000,Somerst
378,11143,340000,Somerst
382,7200,187750,Somerst
400,8125,241000,Somerst
410,10800,339750,Somerst
413,4403,222000,Somerst
454,9000,210000,Somerst
461,8004,263435,Somerst
502,9803,226700,Somerst
508,7862,208300,Somerst
526,7500,176000,Somerst
550,9375,263000,Somerst
579,3604,146000,Somerst
604,3182,151000,Somerst
624,2117,168500,Somerst
642,7050,226000,Somerst
645,9187,370878,Somerst
651,8125,205950,Somerst
665,20896,423000,Somerst
687,10207,227875,Somerst
688,5105,148800,Somerst
700,4282,196000,Somerst
756,3230,172500,Somerst
759,2280,179400,Somerst
763,8640,215200,Somerst
766,14587,264132,Somerst
794,9158,225000,Somerst
806,12274,227680,Somerst
825,11216,232600,Somerst
830,2544,147400,Somerst
832,3180,151000,Somerst
865,8640,250580,Somerst
876,9000,303477,Somerst
886,5119,328900,Somerst
907,13501,255000,Somerst
915,3000,173733,Somerst
933,11670,320000,Somerst
938,9675,253000,Somerst
960,2572,155000,Somerst
974,11639,182000,Somerst
976,2651,165000,Somerst
978,4274,199900,Somerst
990,8125,197000,Somerst
1003,11957,232000,Somerst
1088,10574,252000,Somerst
1090,3316,197000,Somerst
1092,2160,160000,Somerst
1159,11932,235128,Somerst
1173,4017,171900,Somerst
1192,2645,174000,Somerst
1210,10182,290000,Somerst
1218,8640,229456,Somerst
1227,14598,214000,Somerst
1242,9849,248328,Somerst
1247,8125,186500,Somerst
1266,3735,183900,Somerst
1304,8688,232000,Somerst
1318,4230,208900,Somerst
1325,9986,147000,Somerst
1331,10000,227000,Somerst
1359,2117,177500,Somerst
1365,3180,144152,Somerst
1366,7500,216000,Somerst
1375,10625,250000,Somerst
1404,15256,282922,Somerst
1443,11003,310000,Somerst
1452,9262,287090,Somerst
1455,7500,185000,Somerst
59,13682,438780,StoneBr
173,5306,239000,StoneBr
179,17423,501837,StoneBr
190,4923,286000,StoneBr
337,14157,377426,StoneBr
379,11394,394432,StoneBr
471,6820,212000,StoneBr
475,5330,251000,StoneBr
567,11198,325000,StoneBr
596,11302,319000,StoneBr
679,11844,372500,StoneBr
686,5062,207500,StoneBr
689,8089,392000,StoneBr
703,12438,361919,StoneBr
713,4671,189000,StoneBr
721,6563,275000,StoneBr
731,5389,236500,StoneBr
745,5395,180000,StoneBr
770,53504,538000,StoneBr
1018,5814,187500,StoneBr
1047,16056,556581,StoneBr
1061,4920,213500,StoneBr
1098,3696,170000,StoneBr
1289,5664,278000,StoneBr
1362,16158,260000,StoneBr
268,8400,179500,SWISU
292,5687,135900,SWISU
355,8400,140000,SWISU
381,5000,127000,SWISU
407,10480,115000,SWISU
462,7200,155000,SWISU
566,6858,128000,SWISU
577,6292,145000,SWISU
636,10896,200000,SWISU
682,4500,159434,SWISU
800,7200,175000,SWISU
824,9900,139500,SWISU
841,12155,140000,SWISU
884,6204,118500,SWISU
1010,6000,102000,SWISU
1031,7082,160000,SWISU
1032,15863,197000,SWISU
1093,8400,136500,SWISU
1101,8400,60000,SWISU
1131,7804,135000,SWISU
1235,8525,130000,SWISU
1285,9638,169000,SWISU
1361,9842,189000,SWISU
1377,6292,91000,SWISU
1400,6171,137450,SWISU
42,16905,170000,Timber
134,6853,220000,Timber
158,12003,269500,Timber
170,16669,228000,Timber
175,12416,184000,Timber
314,215245,375000,Timber
336,164660,228950,Timber
341,14191,202900,Timber
430,11457,175000,Timber
453,9303,204000,Timber
531,10200,175000,Timber
541,14601,315000,Timber
573,13159,224500,Timber
586,11443,369900,Timber
620,12244,305000,Timber
693,26178,335000,Timber
696,13811,176000,Timber
701,14331,312500,Timber
732,9590,187500,Timber
867,10656,248900,Timber
882,13758,187500,Timber
931,8925,201000,Timber
945,14375,137500,Timber
948,14536,270000,Timber
965,11316,214900,Timber
1025,15498,287000,Timber
1028,9520,293077,Timber
1037,12898,315500,Timber
1181,11170,250000,Timber
1185,35133,186700,Timber
1240,9037,265900,Timber
1268,13214,378500,Timber
1282,8049,180000,Timber
1348,15306,283463,Timber
1376,10991,239000,Timber
1380,9735,167500,Timber
1396,12665,281213,Timber
1397,57200,160000,Timber
2,9600,181500,Veenker
54,50271,385000,Veenker
161,11120,162500,Veenker
327,10846,324000,Veenker
401,14963,245500,Veenker
673,11250,165000,Veenker
765,9549,270000,Veenker
850,9600,187000,Veenker
1156,10768,218000,Veenker
1165,16157,194000,Veenker
1254,17542,294000,Veenker